,h_name,h_address,h_latitude,h_longitude,h_categories,h_id,t_name,t_address,t_latitude,t_longitude,t_categories,t_id,relationship
269,Seattle Shirt Company,1101 Alaskan Way 98104,47.604733,-122.3396055,clothes,OSM-2744017208,Pier 55,1101 Alaskan Way 98104,47.6047924,-122.3399594,building,OSM-166910704,2
270,Cafe Hitchcock Express,821 2nd,47.6042553,-122.3345882,cafe,OSM-2052359562,St. Charles/Rector Hotel,619 3rd Avenue 98104,47.6031837,-122.3320767,building,OSM-357839029,0
271,Simone David Barbershop,,47.6103344,-122.3341966,hairdresser,OSM-4458635044,Fairmont Olympic Hotel,411 University Street 98101,47.6080973,-122.3339606,hotel,OSM-35824976,0
272,Ivar's Fish Bar,1001 Alaskan Way 98104,47.6039689,-122.338888,cafe,OSM-5794017439,Pier 54,1001 Alaskan Way 98104,47.604135,-122.3396125,building,OSM-232088564,2
273,Kong Tofu House,1414 42nd Street 103A,47.6584214,-122.3122776,restaurant,OSM-4553005513,Bucklin Building,4137 University Way Northeast 98105,47.6579629,-122.3135665,building,OSM-443482650,0
274,Il Fornaio Cafe,,47.6127801,-122.3352348,cafe,OSM-4354767906,U.S. Courthouse,700 Stewart Street 98101,47.6151064,-122.3364003,courthouse,OSM-36975035,0
275,Fox's Seattle,405 University Street,47.60822,-122.3344895,jewelry,OSM-4117910128,1111 Third Avenue,1111 3rd Avenue 98101,47.6066254,-122.335405,building,OSM-232080287,0
276,James St & 4th Ave,,47.6030608,-122.3309297,bus_stop,OSM-4560645736,Morrison Hotel,509 3rd Avenue 98104,47.602202,-122.3313607,building,OSM-226321730,0
277,Olive Way & 8th Ave ,,47.6139550,-122.3341695,bus_stop,OSM-6350920963,Olive 8,1635 8th Avenue 98101,47.6136908,-122.3341825,building,OSM-331281878,3
278,Kamakura Japanese Cuisine,3520 Fremont Avenue,47.6511647,-122.349716,restaurant,OSM-1597132764,Fremont Space,600 North 36th Street 98103,47.6517341,-122.3509958,commercial,OSM-117752664,0
279,Pandas Noodle Bar,4508 University,47.661549,-122.312966,cafe,OSM-1158416710,Burke Museum of Natural History and Culture,4303 Memorial Way Northeast 98105,47.6604219,-122.3115327,museum,OSM-160545994,0
280,"Ecology and Environment, Inc.",720 3rd 1700,47.6040918,-122.3322755,office,OSM-7146818378,Hoge Building,705 2nd Avenue 98104,47.6030286,-122.3336458,building,OSM-110176004,0
281,Luminaire,6801 35th Avenue Northeast,47.677987,-122.290634,artwork,OSM-1941770613,The Seattle Public Library- Northeast Branch,6801 35th Avenue Northeast,47.6780031,-122.2907031,library,OSM-161502325,2
282,Century Square Garage ,,47.6100980,-122.3373043,parking,OSM-9752090160,The Century Building,1520 3rd Avenue 98101,47.6104615,-122.3379738,building,OSM-363046816,3
283,Zapverr,3410,47.6499101,-122.3495767,restaurant,OSM-1248749815,Fremont Building,3417 Fremont Avenue North 98103,47.6502868,-122.3501967,building,OSM-114913789,0
284,Urara,82 Stewart Street 98101,47.6099229,-122.3420255,restaurant,OSM-2397461052,Inn at the Market Building,86 Pine Street 98101,47.6098988,-122.341414,hotel,OSM-409363106,0
285,Frank's Quality Produce,1508 Place,47.6089587,-122.3408098,greengrocer,OSM-2397497093,Corner Produce,76 Pike Street 98101,47.6088222,-122.3405424,greengrocer,OSM-2397497120,0
286,Tango Zulu Imports,112 1st South,47.6012485,-122.333946,craft,OSM-2351695481,Collins Building,520 2nd Avenue 98104,47.6022831,-122.3320403,commercial,OSM-226321732,0
287,Maple Woods,,47.5135837,-122.2656719,leisure,OSM-5568338842,Kubota Garden,9817 55th Avenue South 98118,47.5129667,-122.2673204,leisure,OSM-42006992,2
288,Subway,1105 Madison St 98104,47.60939,-122.32453,Sandwiches; Fast Food,YELP-wzmnFyvC-Zi5eg_dTm4EmQ,Subway,,47.60938,-122.32455,Sandwiches; Fast Food,YELP-773nFyvC-Zi5eg_dTm4144,1
289,Matador,4546 California Avenue Southwest 98116,47.5615325,-122.3865474,restaurant,OSM-441052700,Campbell Building,4218 Southwest Alaska Street 98116,47.5612363,-122.3863852,building,OSM-541741554,0
290,The Bar Shoppe,117 Yesler Way,47.6015984,-122.3331711,bar,OSM-2351695503,Pacific Commercial Building,240 2nd Avenue South 98104,47.6002528,-122.3311728,building,OSM-340368682,0
291,Da Long Yi Hot Pot,7119,47.6803423,-122.3248304,restaurant,OSM-2463139504,The Great Hall at Green Lake,7220 Woodlawn Avenue Northeast 98115,47.6810999,-122.3248231,events_venue,OSM-222569509,0
292,Fishermen's Green Market & Deli,,47.6554643,-122.380382,convenience,OSM-5531979634,Port of Seattle Fishermen's Terminal,1900 West Nickerson Street 98119,47.6573259,-122.3797926,leisure,OSM-468544663,2
293,Avis/Budget,100 4th Ave N KOMO Plaza 98109,47.6189505,-122.3485946,Car Rental,YELP-458CFs2-VbcgD9HJzQx110,KOMO Plaza West,100 4th Avenue North 98109,47.6189588,-122.3485225,building,OSM-417682781,2
294,FedEx Office,,47.6248823,-122.3471425,copyshop,OSM-5559491423,Bill & Melinda Gates Foundation,500 5th Avenue North 98109,47.6232476,-122.3461858,office,OSM-372649951,0
295,Century Square Garage ,,47.6100883,-122.3373172,parking,OSM-8837003614,The Century Building,1520 3rd Avenue 98101,47.6104615,-122.3379738,building,OSM-363046816,3
296,Frolik Kitchen + Cocktails,,47.6101217,-122.3354477,restaurant,OSM-5782106054,Frolik Kitchen + Cocktails,1415 5th Ave 98101,47.60994851875584,-122.33552087236808,American (New); Breakfast & Brunch; Cocktail Bars,YELP-ElUusJtZDE4QL0cohv3-_w,1
297,Cafe Hitchcock,818 1st Avenue 98104,47.6038318,-122.3351568,cafe,OSM-5266834832,National Building,1018 Western Avenue 98104,47.6047069,-122.3373864,building,OSM-232080848,0
298,Mama's Cantina,2234 2nd Avenue 98121,47.6140705,-122.3453716,restaurant,OSM-2327716604,Arrivé,2116 4th Avenue 98121,47.614422,-122.3417204,building,OSM-360389739,0
299,Trudy's Floral Designs,509 Olive Way,47.6127723,-122.3368093,florist,OSM-2404211114,The Westin Seattle,1900 5th Avenue 98101,47.6136968,-122.3382709,hotel,OSM-331291911,0
300,New Saigon,1529 6th,47.6118732,-122.3353312,restaurant,OSM-4458635037,The Century Building,1520 3rd Avenue 98101,47.6104615,-122.3379738,building,OSM-363046816,0
301,SUM by Sum Style,303 East Pike Street 98122,47.613982,-122.327177,Personal Shopping; Men's Clothing; Women's Clothing,YELP-125ttPnuJLTUHOFv7i3067,Pike Lofts,303 East Pike Street 98122,47.6138491,-122.3272845,building,OSM-236754232,2
302,Rialto Movie Art,81 1/2 South Washington Street,47.6007701,-122.3350708,antiques,OSM-2351695713,Broderick Building,623 2nd Avenue 98104,47.6026655,-122.3333192,building,OSM-140628855,0
303,Pulumi Corporation,,47.6107748,-122.3376347,office,OSM-9236967517,Eatery,1620 4th Avenue 98101,47.6119199,-122.3377809,food_court,OSM-456870471,0
304,Urban Nail Box,1453 Northwest 54th Street B 98107,47.6675836,-122.3753055,beauty,OSM-7393435027,Swedish Medical Center Ballard Campus,5300 Tallman Avenue Northwest 98107,47.6675911,-122.3802398,hospital,OSM-292245531,0
305,Scott Keever SEO,999 2400,47.6051789,-122.3339252,office,OSM-5647121832,St. Charles/Rector Hotel,619 3rd Avenue 98104,47.6031837,-122.3320767,building,OSM-357839029,0
306,E Pine St & Broadway ,,47.6153771,-122.3215283,bus_stop,OSM-4691945526,The Broadway Building,1620 Broadway 98122,47.6160109,-122.3204094,building,OSM-215404536,3
307,Hoge Building,705 2nd,47.6030286,-122.3336458,building,OSM-110176004,Totem Pole Loand,627 1st Avenue 98104,47.602439,-122.3346465,building,OSM-397007182,0
308,Mae Phim,213 Pike Street,47.6094359,-122.3381675,restaurant,OSM-2404249352,Puget Sound Plaza,1325 4th Avenue 98101,47.608666,-122.3357963,building,OSM-223171640,0
309,The Handmade Showroom,600 Pine Street,47.6125546,-122.3349834,gift,OSM-2404211170,U.S. Bank Centre,1420 5th Avenue 98101,47.610501,-122.3345554,building,OSM-397021768,0
310,Denny Way & Broad St,,47.6186634,-122.3508112,bus_stop,OSM-4560902063,Pacific Science Center,200 2nd Avenue North 98109,47.6194208,-122.3513857,museum,OSM-394955903,0
311,MoPOP: Museum of Pop Culture,325 5th Avenue North,47.6214966,-122.3482401,museum,OSM-161587742,Seattle Center Armory,305 Harrison Street 98109,47.6214722,-122.3508254,building,OSM-231764919,0
312,Kaiser Permanente Pharmacy Northgate,9800 4th Avenue Northeast 98125,47.7008294,-122.3236701,waste_basket,OSM-9340121965,Kaiser Permanente Northgate Medical Center,9800 4th Avenue Northeast 98125,47.70071,-122.323692,clinic,OSM-54582945,2
313,Broadway E & E John St ,,47.6201724,-122.32076,bus_stop,OSM-5869487261,Broadway Market,401 Broadway East 98102,47.622583,-122.3215247,commercial,OSM-53919504,3
314,Ivar's Acres of Clams,1001 Alaskan Way,47.6039951,-122.339058,restaurant,OSM-2441069288,The Alexis Royal Sonesta Hotel Seattle,1007 1st Avenue 98104,47.6047711,-122.3367717,hotel,OSM-284148768,0
315,AutoZone,306 23rd Avenue 100,47.5999308,-122.3019481,car_parts,OSM-2797867269,Columbia City Fitness,2609 South Jackson Street 98144,47.5990038,-122.2982276,leisure,OSM-228737161,0
316,Rachel's Ginger Beer - Pike Place Market,1530 Post Alley,47.609505,-122.3413569,bar,OSM-4249290890,Gilmore Apartments,1526 3rd Avenue 98101,47.6106831,-122.3382105,building,OSM-363046815,0
317,Caffe Ladro,400 Fairview Avenue North 98109,47.6223595,-122.3340781,cafe,OSM-4817363140,Caffe Ladro,400 Fairview Avenue North 98109,47.62269742644333,-122.33399237720758,Coffee & Tea,YELP-M96xM1htz5eoMgPoggdemA,1
318,Nike,,47.6111595,-122.333978,clothes,OSM-6799317385,Medical Dental Building,509 Olive Way 98101,47.6127125,-122.3366228,building,OSM-232076576,0
319,Haight Building,211 Pine Street,47.6102729,-122.3393536,building,OSM-232079585,Landes Block,1st Avenue 98101,47.6107569,-122.3426848,building,OSM-206877616,0
320,Linda Hodges Gallery,316 1st Avenue South 98104,47.5995077,-122.333963,art,OSM-2351712389,Monterey Lofts,406 2nd Avenue Extension South 98104,47.6011661,-122.3311664,building,OSM-226323029,0
321,Eastlake Hair,,47.6392744,-122.3256387,hairdresser,OSM-1730897396,Waterton,2201 Eastlake Avenue East 98102,47.6385007,-122.3262432,building,OSM-745400909,0
322,The North Face,520 Pike Street 100 98101,47.6111981,-122.334787,clothes,OSM-2404231211,Washington State Convention Center,800 Convention Place 98101,47.6117274,-122.3316528,attraction,OSM-13866261,0
323,Ballard Nail Studio,5612 24th Avenue Northwest 101 98107,47.6700559,-122.387818,beauty,OSM-8137702818,Metropole Condominium,5615 24th Avenue Northwest 98107,47.6699619,-122.3879707,building,OSM-217360958,2
324,Rachel's Bagels & Burritos,5451 Leary,47.6678544,-122.3838136,restaurant,OSM-2138396829,Swedish Medical Center Ballard Campus,5300 Tallman Avenue Northwest 98107,47.6675911,-122.3802398,hospital,OSM-292245531,0
325,Skillet Counter,305 Harrison Street 98109,47.6211789,-122.3505464,restaurant,OSM-7740559402,Seattle Center Armory,305 Harrison Street 98109,47.6214722,-122.3508254,building,OSM-231764919,2
326,Drygoods Design,123 South Main Street,47.5999394,-122.3331415,yes,OSM-2351711939,Howard Building,612 1st Avenue 98104,47.6023774,-122.3336546,building,OSM-184253774,0
327,In Bloom,101 Cherry Street,47.6025689,-122.3339644,hairdresser,OSM-2054069565,Hoge Building,705 2nd Avenue 98104,47.6030286,-122.3336458,building,OSM-110176004,0
328,Homegrown,999 3rd Avenue,47.6047515,-122.3341792,cafe,OSM-4639109909,Pacific Building,720 3rd Avenue 98104,47.6041256,-122.3321877,building,OSM-357527945,0
329,Lan Hue,,47.5993285,-122.3200473,cafe,OSM-6399850498,Pacific Rim Building,900 South Jackson Street 98104,47.5994616,-122.320335,building,OSM-228888060,2
330,Goldmine Design,1405 1st Avenue 98101,47.6080013,-122.3395147,jewelry,OSM-2397493449,Harbor Steps Southeast Tower,1221 1st Avenue 98101,47.606339,-122.338211,building,OSM-363197077,0
331,Institute for Systems Biology,,47.6226477,-122.337417,office,OSM-6780355241,Ascent South Lake Union,425 Fairview Avenue North 98109,47.6226034,-122.3348421,building,OSM-446246578,0
332,3rd Ave & Seneca St,,47.6065057,-122.334971,bus_stop,OSM-3655950332,Benaroya Hall,200 University Street 98101,47.6081173,-122.3370106,theatre,OSM-69273374,0
333,The UPS Store,815 1st Avenue 98104,47.6036066,-122.33551,post_office,OSM-2404316420,1000 Second Avenue,1000 2nd Avenue 98104,47.6056743,-122.3351143,building,OSM-232080836,0
334,Kois Dental,,47.628476,-122.3318041,dentist,OSM-5080134326,Fred Hutchinson Cancer Research Center,1100 Fairview Avenue North 98109,47.6277199,-122.3305041,research_institute,OSM-384119484,0
335,Ivar Feeding The Gulls,,47.6038277,-122.3387425,artwork,OSM-2744017422,1201 Western Building,1201 Western Avenue,47.6060085,-122.3394521,building,OSM-363197081,0
336,Cupcake Royale,4218 Southwest Alaska Street 98116,47.56121,-122.38655,Bakeries; Desserts; Coffee & Tea,YELP-z0YYKgNHryn8aqDYe4bREA,Campbell Building,4218 Southwest Alaska Street 98116,47.5612363,-122.3863852,building,OSM-541741554,2
337,2nd Ave & Stewart St ,,47.6105003,-122.340200,bus_stop,OSM-3267791222,Stewart House,80 Stewart Street,47.6099133,-122.3422643,social_facility,OSM-367894552,3
338,Downtown Emergency Service Center,216 James St 98104,47.60278,-122.33191,Counseling & Mental Health,YELP-cyBwgCc2eWjDE_EaiKt-ow,King County Administration Building,500 4th Avenue 98104,47.6030533,-122.3294153,office,OSM-37551461,0
339,TD Ameritrade,1415 4th Avenue 98101,47.6094654,-122.336273,office,OSM-2404244841,Fairmont Olympic Hotel,411 University Street 98101,47.6080973,-122.3339606,hotel,OSM-35824976,0
340,Subway,327 Thornton Place,47.7027266,-122.324431,fast_food,OSM-2461755977,Kaiser Permanente Northgate Medical Center,9800 4th Avenue Northeast 98125,47.70071,-122.323692,clinic,OSM-54582945,0
341,Ben Bridge,,47.6096716,-122.334282,jewelry,OSM-4037698492,Ben Bridge Jeweler,,47.60965184961914,-122.3344339,Jewelry; Watches; Watch Repair,YELP-kz_tlpLGN6oHvw_crllxNA,1
342,Mercurial Apartments,216 1st Avenue South 98104,47.6003032,-122.3339799,apartments,OSM-2351695609,Grand Central,107 Occidental Avenue South,47.600335,-122.3337875,building,OSM-140631769,2
343,Wild Salmon Seafood Market,1900 W Nickerson St Ste 105 98119,47.6555365,-122.3809594,Seafood Markets,YELP-232ivmZmOdtuhCSp2Dc402,Port of Seattle Fishermen's Terminal,1900 West Nickerson Street 98119,47.6573259,-122.3797926,leisure,OSM-468544663,2
344,Cow Chip Cookies,102 1st Avenue South A 98104,47.601475,-122.3339625,bakery,OSM-3063958467,Pacific Commercial Building,240 2nd Avenue South 98104,47.6002528,-122.3311728,building,OSM-340368682,0
345,Starbucks Reserve,1305 1st,47.6068659,-122.338517,cafe,OSM-4639109922,Pacific Telephone and Telegraph Co. Building,1200 3rd Avenue 98101,47.6074093,-122.3351938,building,OSM-232079583,0
346,Wings,,47.6040974,-122.3290612,artwork,OSM-3211770127,Seattle Police Department,610 5th Avenue 98104,47.6043855,-122.3293418,police,OSM-226321775,0
347,Hard Rock Cafe,,47.6092682,-122.339481,restaurant,OSM-3799065789,The Liberty Building,114 Pike Street 98101,47.6093332,-122.3395393,building,OSM-397007184,2
348,Sal Floral Design,1219 1st,47.6064549,-122.3381403,florist,OSM-3942806757,Pacific Telephone and Telegraph Co. Building,1200 3rd Avenue 98101,47.6074093,-122.3351938,building,OSM-232079583,0
349,Jujubeet - Pioneer Square,1st 98104,47.6014189,-122.3343862,cafe,OSM-2351695463,Grand Central,107 Occidental Avenue South,47.600335,-122.3337875,building,OSM-140631769,0
350,Dance Sport International,6344 Northeast 74th Street,47.6829557,-122.2598642,leisure,OSM-7014975296,The Brig,6344 Northeast 74th Street,47.6827974,-122.2596126,building,OSM-221073194,2
351,Fountain Wine Bar,1400 6th Ave,47.610871,-122.333451,Wine Bars; Cocktail Bars,YELP-S8iqgsEzJAoKKhJCxTkTPw,Motif Seattle Hotel,1415 5th Avenue 98101,47.6100147,-122.3355346,hotel,OSM-232078049,0
352,Amazon Go Grocery,610 East Pike Street 98122,47.6142939,-122.3239636,supermarket,OSM-7243249638,Cove,601 East Pike Street 98122,47.6138794,-122.3241421,building,OSM-541433378,0
353,Vermillion,1508 11th Avenue 98122,47.6144208,-122.3179514,gallery,OSM-2158761201,Chophouse Row,1424 11th Avenue 98122,47.6136674,-122.3177527,building,OSM-206624494,0
354,Clay's Market,,47.6119340,-122.3319324,convenience,OSM-0744211559,Washington State Convention Center,800 Convention Place 98101,47.6117274,-122.3316528,attraction,OSM-13866261,2
355,Seattle Surgery Center,900 Terry Ave 98104,47.60854,-122.32537,Surgeons,YELP-PArEHUiN8mIrkA3ERrbL7Q,Seattle Surgery Center,900 Terry Avenue 98104,47.6084402,-122.3255531,clinic,OSM-4379826028,1
356,Allen Edmonds - Seattle,1318 5th Ave 98101,47.60937,-122.33413,Shoe Stores; Accessories; Men's Clothing,YELP-TqQMsepOQJBsUDVJbah1-w,Allen Edmonds,1318 5th Avenue 98101,47.609358,-122.3341542,shoes,OSM-2404244815,1
357,The Tin Lizzie Lounge,600 Queen Anne Ave N 98109,47.6250626796065,-122.356484602712,Lounges,YELP-194JSp8R6fm9YJtOfzL691,MarQueen Hotel,600 Queen Anne Avenue North 98109,47.6250293,-122.356429,hotel,OSM-333906054,2
358,Bishops Barbershop,2145 6th Avenue 98121,47.6156487,-122.3408243,hairdresser,OSM-3006168320,Amazon.com Day 1,2121 7th Avenue 98121,47.616055,-122.3401759,commercial,OSM-398816073,0
359,Bernard's on Seneca,,47.6072526,-122.3345296,restaurant,OSM-3996640118,Mann Building,1411 3rd Avenue 98101,47.6088317,-122.3374197,building,OSM-232079821,0
360,3rd Ave & Seneca St ,,47.6065283,-122.334984,bus_stop,OSM-8455582877,1111 Third Avenue,1111 3rd Avenue 98101,47.6066254,-122.335405,building,OSM-232080287,3
361,4Culture,101 Prefontaine Place South,47.6014352,-122.330062,arts_centre,OSM-2351711778,Collins Building,520 2nd Avenue 98104,47.6022831,-122.3320403,commercial,OSM-226321732,0
362,Robot vs Sloth,1535 1st Avenue 98101,47.6096427,-122.3410185,gift,OSM-2397497118,Market Place Two,2001 Western Avenue 98121,47.6105066,-122.3444444,building,OSM-231355696,0
363,Hatch Covers,,47.6039,-122.330833,artwork,OSM-3211770125,Seattle City Hall,600 4th Avenue,47.6038474,-122.3300492,townhall,OSM-111557287,0
364,Starbucks,,47.6053973,-122.3303319,cafe,OSM-4147984590,Pacific Building,720 3rd Avenue 98104,47.6041256,-122.3321877,building,OSM-357527945,0
365,5th Ave S & S Jackson St,,47.5998802,-122.32756,bus_stop,OSM-4249361369,Corgiat Building,222 South Main Street 98104,47.6002146,-122.3310788,building,OSM-925422975,0
366,James St & 3rd Ave,,47.6029112,-122.3309051,bus_stop,OSM-4478179513,Lyon Building,607 3rd Avenue 98104,47.6028431,-122.3319369,building,OSM-110175997,0
367,Carefree Boat Club,1900 West Nickerson Street 112 98119,47.6554614,-122.3803865,,OSM-7879983976,Carefree Boat Club,1900 West Nickerson Street 112 98119,47.6552047,-122.3809918,Boating,YELP-ws6Oga_mHJz8_oGzKAWT8w,1
368,Frank's Quality Produce,1508 Pike Place 98101,47.6089587,-122.3408098,greengrocer,OSM-2397497093,Corner Market,1530 Post Alley 98101,47.608958,-122.3405792,marketplace,OSM-206858876,2
369,Frolik Kitchen + Cocktails,1415 5th Ave 98101,47.60999400741700,-122.33557431938015,American (New); Breakfast & Brunch; Cocktail Bars,YELP-582usJtZDE4QL0cohv3099,Motif Seattle Hotel,1415 5th Avenue 98101,47.6100147,-122.3355346,hotel,OSM-232078049,2
370,Daniel's Broiler,,47.614575,-122.3341747,restaurant,OSM-6008513976,Hyatt Regency Seattle,808 Howell Street 98101,47.61486,-122.3344587,hotel,OSM-520654959,2
371,HomeStreet Bank,,47.6096544,-122.3328978,bank,OSM-3325594244,Washington State Convention Center,800 Convention Place 98101,47.6117274,-122.3316528,attraction,OSM-13866261,0
372,3rd Ave S & S Main St,,47.6002798,-122.3303843,bus_stop,OSM-2356265161,Union Trust Building,119 South Main Street 98104,47.5997935,-122.3331868,building,OSM-389138212,0
373,H&R Block,,47.6094391775313,-122.324362182439,Tax Services; Bookkeepers; Payroll Services,YELP-965xQcMnPkpEut8xIfO124,Swedish First Hill Medical Center,747 Broadway 98122,47.6086102,-122.3222589,hospital,OSM-333369584,2
374,Coorin Bros. Hat Shop,1610 1st Avenue 98101,47.6102518,-122.3410918,clothes,OSM-2397485929,Coorin Bros. Hat Shop,,47.6102719,-122.3410273,clothes,OSM-6597485272,1
375,Zeeks Pizza - Belltown,419 Denny Way,47.6184647,-122.3478284,restaurant,OSM-2768641916,Space Needle,400 Broad Street 98109,47.6205062,-122.3493037,attraction,OSM-12903132,0
376,Tacos Chukis,2203 East Union Street 98122,47.6127636,-122.302966,restaurant,OSM-2350329552,The Central,2203 East Union Street 98122,47.6127008,-122.303222,building,OSM-363250260,2
377,Piroshki on Madison,1219 Street,47.6099745,-122.323131,cafe,OSM-3696396469,Madison Cuts,1101 Madison St Ste 100 98104,47.6092147827148,-122.324256896973,Barbers,YELP-PlbNbsRW8R7a0DGG1emRkA,0
378,OSKA,1301 5th Avenue 98101,47.6094131,-122.3342405,clothes,OSM-8274244153,Skinner Building,1301 5th Avenue 98101,47.6093269,-122.3338974,building,OSM-37585125,2
379,Klondike Penny's,112 South Washington Street,47.6009977,-122.333722,art,OSM-2351695487,Morrison Hotel,509 3rd Avenue 98104,47.602202,-122.3313607,building,OSM-226321730,0
380,Subway,,47.6187210,-122.3483847,fast_food,OSM-7838641921,KOMO Plaza West,100 4th Avenue North 98109,47.6189588,-122.3485225,building,OSM-417682781,2
381,The Underground Gallery,214 1st Avenue South B12,47.6003589,-122.3339793,art,OSM-2351695606,Pioneer Square Hotel,77 Yesler 98104,47.6015425,-122.3352151,building,OSM-140631761,0
382,Sally Beauty Supply,217 Pine Street 98101,47.61039,-122.33872,Cosmetics & Beauty Supply,YELP-898EFEcI6BR1x4XkHWO666,Olympic Tower,217 Pine Street 98101,47.6103732,-122.3388327,building,OSM-232079590,2
383,200 Occidental Building,200 Occidental Avenue,47.6004618,-122.3324973,commercial,OSM-27183365,Crown Hotel Building,97 South Main Street 98104,47.5999008,-122.3345779,building,OSM-164258077,0
384,Stratolaunch,505 5th Avenue South 98104,47.5978349,-122.3285,office,OSM-7477098384,505 Union Station,505 5th Avenue South 98104,47.5979059,-122.3285341,building,OSM-235385513,2
385,Cafe Hitchcock,818 1st Avenue 98104,47.6038318,-122.3351568,cafe,OSM-5266834832,Totem Pole Loand,627 1st Avenue 98104,47.602439,-122.3346465,building,OSM-397007182,0
386,Jai Thai,3417 Fremont Avenue North 98103,47.6503611,-122.3500522,restaurant,OSM-0804598352,Fremont Building,3417 Fremont Avenue North 98103,47.6502868,-122.3501967,building,OSM-114913789,2
387,Milstead & Co.,754 North 34th Street 98103,47.649393,-122.3476154,cafe,OSM-2167340902,Fremont Building,3417 Fremont Avenue North 98103,47.6502868,-122.3501967,building,OSM-114913789,0
388,24 Hour Fitness - Downtown Seattle,1220 Howell Street 98101,47.617647,-122.330662,Trainers; Gyms,YELP-507qXXSAAUnSP7ZCnOZ586,Metropolitan Park: North Tower,1220 Howell Street 98101,47.6176935,-122.3306017,building,OSM-223937033,2
389,Virginia St & 9th Ave ,,47.6165254,-122.3353701,bus_stop,OSM-7193547918,1800 Ninth,1800 9th Avenue 98101,47.6153154,-122.333332,building,OSM-223937051,3
390,Assaggio Ristorante,2010 4th Ave 98121,47.61345,-122.34008,Italian; Pizza,YELP-Q_xYu-RqixW4O-TlEbc1fA,Amazon.com The Spheres,2101 7th Avenue 98121,47.6156461,-122.3394314,building,OSM-868099742,0
391,Oriental Mart,1506 Pike Pl,47.608945,-122.340733,Filipino; International Grocery,YELP-o7Iszf9beAlGMegE9IgHCA,Landes Block,1st Avenue 98101,47.6107569,-122.3426848,building,OSM-206877616,0
392,Brick + Mortar,1210 4th Avenue,47.6079456,-122.3343387,shoes,OSM-2404244792,Benaroya Hall,200 University Street 98101,47.6081173,-122.3370106,theatre,OSM-69273374,0
393,Bad Bishop,704 1st,47.6027659,-122.3342483,pub,OSM-3006173132,Florence Building,512 2nd Avenue 98104,47.6021445,-122.3319367,building,OSM-910445794,0
394,Hansen / Scott Gallery,121 Prefontaine Place South 98104,47.6011467,-122.329567,art,OSM-2351711928,Tashiro Kaplan Artist Lofts,115 Prefontaine Place South 98104,47.6011314,-122.3297286,building,OSM-226323016,2
395,Superbig Superheroes Management,109 Washington Street,47.6007752,-122.333771,office,OSM-2351695474,Monterey Lofts,406 2nd Avenue Extension South 98104,47.6011661,-122.3311664,building,OSM-226323029,0
396,Jolly Roger Taproom,1111 NW Ballard Way 98107,47.6627787127578,-122.371770262153,Brewpubs,YELP-p_fQCyZQN_U5K_4dbYgktA,The Jolly Roger Taproom,1111 Northwest Ballard Way 98107,47.6626819,-122.3717959,pub,OSM-3882847057,1
397,Bibim Bap,95 Marion Street,47.6037539,-122.3358006,restaurant,OSM-2404316454,1000 Second Avenue,1000 2nd Avenue 98104,47.6056743,-122.3351143,building,OSM-232080836,0
398,Ballard Nail Studio,5612 24th Avenue Northwest 101 98107,47.6700266,-122.387863,beauty,OSM-3407702095,Metropole Condominium,5615 24th Avenue Northwest 98107,47.6699619,-122.3879707,building,OSM-217360958,2
399,Golden Singha,425 Cedar 98121,47.6182373,-122.3471963,restaurant,OSM-2327596977,Space Needle,400 Broad Street 98109,47.6205062,-122.3493037,attraction,OSM-12903132,0
400,1st Ave & Marion St,,47.6036935,-122.3354738,bus_stop,OSM-4536617174,Totem Pole Loand,627 1st Avenue 98104,47.602439,-122.3346465,building,OSM-397007182,0
401,Downtown Emergency Service Center,98104,47.6029018,-122.33192,social_facility,OSM-2357566079,Lyon Building,607 3rd Avenue 98104,47.6028431,-122.3319369,building,OSM-110175997,2
402,Lamplight Books,,47.6091159,-122.3406586,books,OSM-5027183940,Sanitary Public Market,Post Alley 98101,47.6091868,-122.3408132,marketplace,OSM-206858888,2
403,Ancient Arts Holistic Veterinary,110,47.6529954,-122.3570524,veterinary,OSM-1576124599,Cedar Speedster,401 North 36th Street 98103,47.6519119,-122.3540979,commercial,OSM-737469000,0
404,Pegasus Coffee,711 3rd 98104,47.6037311,-122.3325604,cafe,OSM-3006177448,Seattle City Hall,600 4th Avenue,47.6038474,-122.3300492,townhall,OSM-111557287,0
405,Sally Beauty,,47.6104285,-122.338608,hairdresser_supply,OSM-0357701024,Olympic Tower,217 Pine Street 98101,47.6103732,-122.3388327,building,OSM-232079590,2
406,Diva Dollz,624 1st Avenue 98104,47.6025376,-122.333998,clothes,OSM-2054069564,Lyon Building,607 3rd Avenue 98104,47.6028431,-122.3319369,building,OSM-110175997,0
407,Monorail Espresso,510 Pike Street 98101,47.610966,-122.3353021,cafe,OSM-2404231206,Joseph Vance Building,1402 3rd Avenue 98101,47.6091212,-122.3367511,building,OSM-358977678,0
408,4th Avenue Bites & Delights,1206 4th Avenue 98101,47.6078846,-122.3342276,cafe,OSM-3074244366,Fairmont Olympic Hotel,411 University Street 98101,47.6080973,-122.3339606,hotel,OSM-35824976,2
409,Juicy Cafe,,47.6139993,-122.3346864,beverages,OSM-4037670151,U.S. Courthouse,700 Stewart Street 98101,47.6151064,-122.3364003,courthouse,OSM-36975035,0
