,h_name,h_address,h_latitude,h_longitude,h_categories,h_id,t_name,t_address,t_latitude,t_longitude,t_categories,t_id,relationship
646,The Wine Company,,1.2602717,103.823334,wine,OSM-6417270735,HarbourFront Centre,1 Maritime Square 099253,1.2643531,103.8202722,Shopping Centers,YELP-d79bf1f130e7b7dbe39bfe,0
647,Mitju,"200 Victoria Street, Bugis Junction #03-19/19A 188021",1.29966,103.8557129,Shoe Stores,YELP-f7204b58916c4126c68553,Fu Lu Shou Complex,149 Rochor Rd 188425,1.3015708,103.8544907,Shopping Centers,YELP-416d605845678e50d5eaff,0
648,East Coast Commune,1000 East Coast Parkway #01-03 449876,1.3013810,103.9128027,restaurant,OSM-1664679991,Marine Cove,1000 East Coast Pkwy 449876,1.3013648,103.9128943,Food; Recreation Centers,YELP-88676483b3e30591f86fa6,2
649,Fu Lu Shou Complex ,,1.301758,103.8545790,bus_stop,OSM-8675150425,Fu Lu Shou Complex,149 Rochor Rd 188425,1.3015708,103.8544907,Shopping Centers,YELP-416d605845678e50d5eaff,3
650,Mai Thai,331 Yio Chu Kang Road 805960,1.387304005,103.8696443,Thai,YELP-3314d33188bbff04d89856,Greenwich V,1 Seletar Rd #01-22 807011,1.3875058,103.869389,Shopping Centers,YELP-dd6c97fd402d117b309045,2
651,McDonald's,Siglap Road,1.3124611,103.923385,fast_food,OSM-0494122798,Siglap Centre,55 Siglap Rd 455871,1.3125778,103.9232104,Professional Services; Shopping Centers,YELP-3abf0fe78ad71dbf864473,2
652,Boulangerie,Joo Chiat Road,1.3055587,103.9051391,bakery,OSM-4003018845,112 Katong,112 East Coast Rd 428802,1.3051913,103.9050524,Shopping Centers,YELP-21ec32f0279625b97215da,2
653,Loyang Point ,,1.3670840,103.9654541,bus_stop,OSM-232261569,Loyang Point,258 Pasir Ris St 21 510258,1.3669967,103.9646242,Department Stores; Shopping Centers,YELP-c9dd0d80f93bfd262c6a11,3
654,Fun Toast,,1.2768857,103.8478175,cafe,OSM-9122500218,One Shenton,1 Shenton Way 068803,1.279292,103.8505532,Apartments; Real Estate,YELP-3c1d5b445a428e8b062182,0
655,4Fingers Crispy Chicken,,1.3044245,103.8316244,fast_food,OSM-2349609517,Ion Orchard,2 Orchard Turn 238801,1.3039546,103.8319742,Shopping Centers,YELP-9d204f289516c92592935e,2
656,Angie The Choice,"30 Sembawang Dr #01-37, Sun Plaza 757713",1.4481,103.8190578,Bakeries,YELP-440564333d4c22c506e924,Sun Plaza,30 Sembawang Dr 757713,1.448146,103.8194878,Shopping Centers,YELP-3387254e6894af77fee374,2
657,Toast Box,"#B1-29/K12-15/K17 90 Hougang Avenue 10, Hougang Mall 538766",1.3722657,103.8939302,cafe,OSM-5265296300,Toast Box,,1.3722908,103.8939015,cafe,OSM-7805296679,1
658,Coffee Break,7 Maxwell Road #02-78 069111,1.2796097,103.8466809,cafe,OSM-5580594422,Far East Square,32 Pekin Street 048762,1.2831187,103.8482088,Department Stores; Shopping Centers,YELP-2823e282e5afcacd7c4e58,0
659,Seafood,,1.3002695,103.853527,restaurant,OSM-6088093786,Wilkie Edge,8 Wilkie Road 228095,1.3023412,103.8495205,Shopping Centers,YELP-f325a413070ba52d95dcfe,0
660,Hooters,,1.2899587,103.8458766,restaurant,OSM-512070755,Singapore Management University,81 Victoria St 188065,1.296195,103.8503709,Colleges & Universities,YELP-7c5715a068d435bd212313,0
661,Raffles Place Post Office ,10 Collyer Quay #B1-11 Raffles Place 049315,1.2832585,103.8522780,post_office,OSM-7682661575,One Raffles Place,1 Raffles Place 048616,1.2843663,103.850888,Real Estate; Landmarks & Historical Buildings; Shopping Centers,YELP-b25d6741cbcef9f49461d4,3
662,7-Eleven,168 Robinson Road,1.2777381,103.8473906,convenience,OSM-6799825420,One Shenton,1 Shenton Way 068803,1.279292,103.8505532,Apartments; Real Estate,YELP-3c1d5b445a428e8b062182,0
663,Tanjong Pagar Plaza,,1.2751518,103.8430625,bus_stop,OSM-410478322,Tanjong Pagar Plaza,1 Tanjong Pagar Plaza #02-04/05 082001,1.2770687,103.8430662,Shopping Centers,YELP-252c0b62469fbe3759fc8b,3
664,Pizza Hut,,1.3045571,103.833788,restaurant,OSM-6981846722,Lucky Plaza,304 Orchard Rd #02-115 238863,1.304515,103.833963,Shopping Centers,YELP-dad1d39e15cc593a864b10,2
665,Marrybrown,,1.2519439,103.8175323,fast_food,OSM-6417303786,The Coliseum,8 Sentosa Gateway Hard Rock Hotel Southern Islands 098269,1.2573066,103.8198201,Venues & Event Spaces,YELP-9e1601f2a5bd2470650ce6,0
666,Pepper Lunch,,1.372318,103.8939029,restaurant,OSM-9245296237,Hougang Mall,90 Hougang Avenue 10 538766,1.3724413,103.8937329,Shopping Centers,YELP-14f7c70e343db585dfaf0e,2
667,Cotton On,"#01-60 1 Stadium Pl, Kallang Wave Mall 397628",1.3027931,103.8738991,clothes,OSM-8919967469,Kallang Wave Mall,1 Stadium Place 397720,1.3034697,103.8732445,Shopping Centers,YELP-34368a57a41070e608bfc3,2
668,Itacho Sushi,"2 Jurong East Central 1, #02-15 JCube 609731",1.33322,103.740097,Japanese,YELP-7c23ed1ad7f6edb190d485,JCube,2 Jurong East Central 1 609731,1.3331889,103.7401628,Shopping Centers,YELP-55192640f0d43f005e98bf,2
669,Cold Storage,80 Airport Boulevard Basement 2 819642,1.36136,103.9903336,Grocery,YELP-6e1797e27d9fe73147af83,Cold Storage,,1.3558211,103.9898809,supermarket,OSM-1932320764,1
670,DigiPen Singapore,510 Dover Road 139660,1.307707,103.7778668,college,OSM-4822147671,Singapore Polytechnic,500 Dover Rd Polytechnic 139651,1.3090311,103.7775625,Colleges & Universities,YELP-a37d62e8008dfd844cc967,2
671,novita,68 Orchard Road #03-76 Plaza Singapura 238839,1.2996445,103.8453950,electronics,OSM-9334263722,Plaza Singapura,68 Orchard Rd 238839,1.3004574,103.8452085,Shopping Centers,YELP-ea9d338ab82e99bc9e147d,2
672,Spotlight,"68 Orchard Rd #05-11/19, Plaza Singapura 238839",1.30048,103.84491,Home Decor; Fabric Stores; Shades & Blinds,YELP-000acd97ab48c6aa0aa9f4,The Cathay,2 Handy Road 229233,1.2994807,103.847662,Shopping Centers,YELP-e5f824d34e6b132ce8261a,0
673,Pim Pam by FOC,"442 Orchard Rd #01-29, Claymore Connect 098943",1.307373946,103.8280007,Spanish; Bars; Mediterranean,YELP-d8f0a761516ad47ab3181b,Claymore Connect,442 Orchard Rd 238879,1.3074467,103.8280692,Shopping Centers,YELP-73033c473269952026c5fa,2
674,Ya Kun Kaya Toast,#01-01 18 China Street 049560,1.2836904,103.847911,cafe,OSM-5805772453,One Raffles Place,1 Raffles Place 048616,1.2843663,103.850888,Real Estate; Landmarks & Historical Buildings; Shopping Centers,YELP-b25d6741cbcef9f49461d4,0
675,UOB,81 Telok Blangah Road Harbourfront MRT Station 98867,1.2659935,103.8204935,atm,OSM-4869134132,HarbourFront Centre,1 Maritime Square 099253,1.2643531,103.8202722,Shopping Centers,YELP-d79bf1f130e7b7dbe39bfe,0
676,HSBC,,1.3641671,103.8656436,bank,OSM-3105759116,Esso,384 Lorong Chuan 556810,1.3624798,103.8681622,Gas Stations; Car Wash,YELP-68cc4b223b23a0ab84a0f6,0
677,Dim Sum Stall Koufu Food Court,"Loyang Point, Block 258 Pasir Ris Street 21 #02-313 510258",1.36698,103.9645309,Dim Sum; Singaporean; Imported Food,YELP-a16a3dac56540094dadf87,Shell,1 New Loyang Link 506931,1.3657268,103.9672156,Gas Stations; Car Wash,YELP-9adc99ad5a62bdc32c9689,0
678,The Hour Glass,,1.3012284,103.9054062,watches,OSM-2106881793,Parkway Parade,80 Marine Parade Rd 449269,1.3013803,103.9052851,Shopping Centers,YELP-77f14826c657793318132e,2
679,Royal Tien Xian Restaurant,"11 Unity Street, #01-30/31 Robertson Walk, 237995",1.29216,103.8416138,Food,YELP-412c1998397c80b453ff92,UE Square,81 Clemenceau Ave 239920,1.2921455,103.8426802,Shopping Centers,YELP-864e966dbc7f388671ceaa,0
680,Car Park 11 (BIZ) ,,1.294662,103.7747425,bus_stop,OSM-5022705791,National University of Singapore,clementi road 129754,1.2962828,103.7773116,Colleges & Universities,YELP-e05d6c10d7bca9c84cb4e2,3
681,Embassy of Ukraine,,1.28471,103.852,office,OSM-7080405723,Chevron House,30 Raffles Place 048619,1.2841661,103.851967,Shopping Centers,YELP-2da83f06b4ab01bc2b0c38,0
682,Hao Lai Wu Steamboat BBQ,,1.3025397,103.8522579,restaurant,OSM-8972125337,Bugis Village,151B Rochor Road 188426,1.3005559,103.8549681,Fashion; Shopping Centers,YELP-2ad1a7d3265d726a8a90db,0
683,School Of Science & Tech ,,1.3125684,103.7740206,bus_stop,OSM-0029862772,Singapore Polytechnic,500 Dover Rd Polytechnic 139651,1.3090311,103.7775625,Colleges & Universities,YELP-a37d62e8008dfd844cc967,3
684,Zoey's Diner,1 Sengkang Square Compass One 545078,1.3921436,103.8948424,fast_food,OSM-3767834941,Compass One,1 Sengkang Square 545078,1.392017,103.8949564,Shopping Centers,YELP-d460ddd9692dc603b4b623,2
685,KOK SEN,,1.2803176,103.8417385,restaurant,OSM-5442255521,Tanjong Pagar Plaza,1 Tanjong Pagar Plaza #02-04/05 082001,1.2770687,103.8430662,Shopping Centers,YELP-252c0b62469fbe3759fc8b,0
686,Coffee Hive,,1.2986408,103.7886665,restaurant,OSM-7252074972,Fusionopolis,1 Fusionopolis Walk #09-11 138522,1.299575,103.787943,Shopping Centers,YELP-9d640729d8aeba0a0f23c6,0
687,Medical Clinic,Stamford Road,1.2938773,103.8513543,clinic,OSM-4726888118,Wilby Central,15 Queen Street #01-01 188537,1.2980393,103.852676,Hotels,YELP-cb9acc74bb8af374b83c44,0
688,Tian Fu Hua Ren,33 Mosque Street 059511,1.283609,103.8452541,restaurant,OSM-3756847948,Far East Square,32 Pekin Street 048762,1.2831187,103.8482088,Department Stores; Shopping Centers,YELP-2823e282e5afcacd7c4e58,0
689,Fullerton Healthcare,1 Jurong West Central 2 #B1A-19B 648886,1.3401997,103.706100,doctors,OSM-6684793659,Jurong Point,1 Jurong West Central 2 648886,1.3395495,103.7057717,Shopping Centers,YELP-6cec9dad79f35885ea1d93,2
690,Old Hen Kitchen,,1.3143651,103.8541761,cafe,OSM-7125408687,Mustafa Centre,145 Syed Alwi Road 207704,1.3101243,103.8553164,Shopping Centers,YELP-90c7cff5e412d380ffa8aa,0
691,Hi-Five,,1.3043243,103.8544114,restaurant,OSM-5267031421,Sim Lim Square,1 Rochor Canal Road 188504,1.3030332,103.8530255,Shopping Centers; Electronics,YELP-328b7d99c63a789bf27195,0
692,Montifs,,1.2917249,103.8496468,clothes,OSM-6583281530,Raffles City,252 North Bridge Rd 179103,1.2938762,103.8532616,Shopping Centers,YELP-8666f7ab728a0b679b4fca,0
693,Dance Studio,,1.3045990,103.7723708,theatre,OSM-2460572032,University Town,College Ave West 138607,1.3059749,103.7738276,Colleges & Universities,YELP-289cbe99bf76b16a871b0b,2
694,Moon Bear,,1.4039999,103.7861412,attraction,OSM-7540965055,Night Safari,80 Mandai Lake Rd 729826,1.4022649,103.7873532,Zoos,YELP-710412261006b723d1e240,2
695,Starbucks,"1 Kim Seng Promenade #02-21 Great World City,",1.293301549,103.8319067,Coffee & Tea,YELP-4389587abdf952e225a693,Great World City,1 Kim Seng Promenade 237994,1.2936086,103.8318929,Shopping Centers,YELP-e1c5b29bd02986d01f3528,2
696,BonChon Chicken,435 Orchard Road #01-37/38 238877,1.3035230,103.8334211,restaurant,OSM-0156883550,Wisma Atria,435 Orchard Rd Level 1 238877,1.3036801,103.8332105,Shopping Centers,YELP-49782eb144d93bf210cc84,2
697,Thien Kee Steamboat Restaurant,6001 Beach Road #B1-20 Golden Mile Tower 199589,1.300456163,103.8608047,Chinese,YELP-30305d1d0c59f8b17fc172,Golden Mile Tower,6001 Beach Road 199589,1.3018323,103.8639018,Real Estate,YELP-cdfa4077d8ecaaf41a7ba2,2
698,Carl's Junior,"6 Raffles Boulevard #01-202 / 203 Marina Square, 039594",1.2912199,103.8578033,Breakfast & Brunch; Burgers,YELP-96952fe2aca6ffbd28a869,Carl's Jr.,6 Raffles Boulevard 039594,1.2915181,103.858026,fast_food,OSM-4560997441,1
699,McDonald's,133 New Bridge Road 059413,1.285127,103.8445958,fast_food,OSM-2232480952,Chinatown Point,133 New Bridge Road 059413,1.2851981,103.8448884,Shopping Centers,YELP-5d976c2ae1d15727902554,2
700,Toast Box,"#B1-01/02 154 West Coast Rd, West Coast Plaza 127371",1.3034203,103.7655460,cafe,OSM-8956932554,West Coast Plaza,154 West Coast Rd 127371,1.3036424,103.7663079,Shopping Centers,YELP-0e8b335ac8311345d70ce3,2
701,Aetna,Robinson Road,1.2790414,103.8487296,office,OSM-4726849421,Far East Square,32 Pekin Street 048762,1.2831187,103.8482088,Department Stores; Shopping Centers,YELP-2823e282e5afcacd7c4e58,0
702,Starbucks,,1.2887623,103.8468648,cafe,OSM-1237075292,The Central,6 Eu Tong Sen Street 059817,1.2886306,103.8465836,Shopping Centers,YELP-3b68d03772a8d92c96f4de,2
703,A Visit to the Museum: ...,,1.2941821,103.8493204,artwork,OSM-6450626975,Peninsula Plaza,111 North Bridge Rd #09-01 179098,1.2923267,103.8508288,Shopping Centers,YELP-8723164717f8e5f247fa5d,0
704,Daiso,Changi City Point,1.3344966,103.9623465,variety_store,OSM-7769143186,Changi City Point,5 Changi Business Park Central 1 486038,1.3340177,103.9630451,Shopping Centers,YELP-bf3106daff34aa23aaccca,2
705,Junction 10 ,,1.3808578,103.7604740,bus_stop,OSM-063575670,Junction 10,1 Woodlands Road 677899,1.3803346,103.7601666,Shopping Centers,YELP-78fbed07e94a3639e614e0,3
706,Embassy of the Kingdom of the Netherlands,,1.3051337,103.8307812,office,OSM-4388443469,Liat Towers,541 Orch Rd 238881,1.3051056,103.8307274,Shopping Centers,YELP-7bbc63ca5fe9d625983947,2
707,ArtiForest,,1.403984,103.7888284,gift,OSM-2110965302,Night Safari,80 Mandai Lake Rd 729826,1.4022649,103.7873532,Zoos,YELP-710412261006b723d1e240,2
708,Hong Hu,Beach Road,1.2975198,103.8567782,restaurant,OSM-4733006086,Bugis Junction,200 Victoria St 188021,1.2998158,103.8559023,Shopping Centers,YELP-cdbf8041a06560ab8f979b,0
709,Food Junction,,1.2990525,103.8556827,food_court,OSM-0912557856,Bugis Junction,200 Victoria St 188021,1.2998158,103.8559023,Shopping Centers,YELP-cdbf8041a06560ab8f979b,2
710,Hard Rock Cafe,,1.2572120,103.8199025,restaurant,OSM-9638276938,The Coliseum,8 Sentosa Gateway Hard Rock Hotel Southern Islands 098269,1.2573066,103.8198201,Venues & Event Spaces,YELP-9e1601f2a5bd2470650ce6,2
711,Ah Hock Fried Hokkien Noodles,20 Kensington Park Road #01-27 Chomp Chomp Food Centre 557269,1.3642401,103.8664932,Local Flavor; Food,YELP-f14ae84337770962d1cdf6,Ah Hock Fried Hokkien #27,20 Kensington Park Road 557269,1.36431,103.8665843,restaurant,OSM-6453993685,1
712,Ya Kun Kaya Toast,"#B1-21 2 Tampines Central 5, Century Square 529509",1.3522513,103.9436617,cafe,OSM-6798833680,Century Square,2 Tampines Central 5 529509,1.3523775,103.9438195,Shopping Centers,YELP-323b57bb6601e97f9cc85d,2
713,1983 Cafe Nanyang @ Terminal 2,"80 Airport Boulevard #026-18/19, Changi Airport 819642",1.355915821,103.9899939,Cafes,YELP-420bcb8963a66896bda3ff,1983 Cafe Nanyang,,1.3564685,103.9897371,cafe,OSM-3891551392,1
714,Sultan arts village,,1.3023206,103.8603639,artwork,OSM-6423418315,Golden Mile Complex,5001 Beach Road 199588,1.3027465,103.8651862,Shopping Centers,YELP-34a7fd799133dcb570105e,0
715,Toast Box,100 Tras St #01-13 079027,1.274738391,103.8432001,Coffee & Tea,YELP-b7a1c63e8b1221cf8dca3b,100AM,100 Tras Street 079027,1.274904,103.8436136,Shopping Centers,YELP-14981669fbbf124c5485ee,2
716,Motorsports Model Collectors,,1.2911112,103.8513819,collector,OSM-8527367916,The Arts House,1 Old Parliament Lane 179429,1.2886638,103.8510684,Performing Arts; Cinema; Venues & Event Spaces,YELP-2f6983f0ab6afadac74b23,0
717,Triumph,,1.3402619,103.706027,clothes,OSM-7275344291,Jurong Point,1 Jurong West Central 2 648886,1.3395495,103.7057717,Shopping Centers,YELP-6cec9dad79f35885ea1d93,2
718,Sushi Express,,1.3173497,103.8926687,restaurant,OSM-8597312105,Paya Lebar Square,60 Paya Lebar Rd Geylang 409051,1.3188127,103.8926009,Shared Office Spaces; Shopping Centers,YELP-817f493a77b71da6731648,0
719,Rolex,,1.2842749,103.8427111,watches,OSM-0450312195,People's Park Complex,1 Park Rd 188431,1.2841005,103.8425875,Shopping Centers,YELP-d78688f69bbb1d743af31a,2
720,UOB,The Central,1.2889807,103.846498,atm,OSM-4849132615,The Central,6 Eu Tong Sen Street 059817,1.2886306,103.8465836,Shopping Centers,YELP-3b68d03772a8d92c96f4de,2
721,Nando's,163 Tanglin Road 247933,1.3049835,103.8234299,restaurant,OSM-5251515365,Nando's,,1.3049787,103.8234274,restaurant,OSM-7081515231,1
722,Casio G Shock Service,19 Tanglin Road #06-26 247909,1.3064426,103.8269596,craft,OSM-8823709232,Shaw House,350 Orchard Road 238868,1.3058286,103.8315296,Department Stores; Shopping Centers,YELP-f18153525385734eb422f6,0
723,Raffles Place (EWL/NSL) Exit D ,,1.2838216,103.8511123,subway_entrance,OSM-4422371860,One Raffles Place,1 Raffles Place 048616,1.2843663,103.850888,Real Estate; Landmarks & Historical Buildings; Shopping Centers,YELP-b25d6741cbcef9f49461d4,3
724,Canteen 14,,1.3527791,103.6821887,restaurant,OSM-3922463592,Nanyang Technological University,42 Nanyang Ave Level 1 Student Services Centre - Nanyang Technological University (NTU) 639815,1.3483213,103.6830404,Colleges & Universities,YELP-51857d6d93ccddcf476d87,2
725,May Medical Clinic & Surgery,,1.307553,103.7934864,clinic,OSM-7249160487,The Star Vista,1 Vista Exchange Green 138617,1.306826,103.7884524,Shopping Centers,YELP-10b90a8c94f2a887cb1a27,0
726,Pull & Bear,,1.2996372,103.8545656,clothes,OSM-7788355905,Bugis+,201 Victoria Street 188067,1.2996734,103.8541655,Shopping Centers,YELP-52d697985f591265e088a0,2
727,Uniqlo,181 Orchard Rd 238896,1.300631244,103.8397382,Men's Clothing; Women's Clothing; Children's Clothing,YELP-cfe6c3f5c173e0a703a35e,Pan Pacific Serviced Suites,3 Estrellas 238163,1.3009404,103.8378833,Hotels,YELP-9023d008af41b54c45a54a,0
728,Holiday Inn Atrium ,,1.2896672,103.8338643,bus_stop,OSM-896842993,Holiday Inn Atrium,317 Outram Rd Concorde Shopping Centre 169075,1.2889393,103.834226,Hotels,YELP-92b49222d4e357dca30300,3
729,Food Opera,2 Orchard Turn #B4-03/04 ION Orchard 238801,1.30407,103.8318176,Food Court,YELP-99a53718da8a7d9f5143cb,Ion Orchard,2 Orchard Turn 238801,1.3039546,103.8319742,Shopping Centers,YELP-9d204f289516c92592935e,2
730,Starbucks,,1.2745695,103.8435012,cafe,OSM-5171013030,100AM,100 Tras Street 079027,1.274904,103.8436136,Shopping Centers,YELP-14981669fbbf124c5485ee,2
731,Toast Box,Tiong Bahru Road 168732,1.2862242,103.8273540,cafe,OSM-4504056009,Tiong Bahru Plaza,"302 Tiong Bahru Road #05-04, Tiong Bahru Plaza 168732",1.2864016,103.8273286,Shopping Centers,YELP-9dae8b919e733c8b21ca34,2
732,O'day,,1.3039511,103.8340955,fast_food,OSM-4299718902,Royal Plaza On Scotts,25 Scotts Rd 228220,1.3069424,103.8319653,Hotels,YELP-991ea88f6eb8737dc4bca2,0
733,Cotton On,"#B1-06-11, #01-06/07 313 Orchard Road, 313@Somerset 238895",1.3009925,103.8392857,clothes,OSM-8719868470,Orchard Central,181 Orchard Rd 238896,1.30063,103.8397838,Shopping Centers,YELP-7f6b6f59229067a7c7add7,2
734,Jin Wei Ji,32 Keong Saik Road,1.2803413,103.8416667,butcher,OSM-3759845198,Tanjong Pagar Plaza,1 Tanjong Pagar Plaza #02-04/05 082001,1.2770687,103.8430662,Shopping Centers,YELP-252c0b62469fbe3759fc8b,0
735,Albert Centre Food Centre,,1.3011485,103.8540987,restaurant,OSM-610864835,Parklane Shopping Mall,35 Selegie Rd 188307,1.3006857,103.849456,Shopping Centers,YELP-95406c0837d78640ba2bce,0
736,Bata,"#02-130 170 Tiong Bahru Road, Tiong Bahru Plaza 168732",1.2865754,103.8272892,shoes,OSM-6798039812,Tiong Bahru Plaza,"302 Tiong Bahru Road #05-04, Tiong Bahru Plaza 168732",1.2864016,103.8273286,Shopping Centers,YELP-9dae8b919e733c8b21ca34,2
737,CraftWay,,1.3162704,103.8942204,florist,OSM-8597649825,Tanjong Katong Complex,845 Geylang Rd 400845,1.3163748,103.8943388,Shopping Centers,YELP-4831c4c41bd4ef572576f7,2
738,Bread Talk @ Chinatown Point,133 New Bridge Road 01-27/28 059413,1.28536297,103.8450211,Coffee & Tea; Bakeries,YELP-03a4c0e9f724960a81f3a7,Far East Square,32 Pekin Street 048762,1.2831187,103.8482088,Department Stores; Shopping Centers,YELP-2823e282e5afcacd7c4e58,0
739,The River Merchants,,1.28609,103.8524087,artwork,OSM-6412395559,The Arcade,11 Collyer Quay 049317,1.2836141,103.8520579,Shopping Centers,YELP-bd60a6d81fca3fcb6300f4,0
740,Omu,,1.2932496,103.8564305,restaurant,OSM-7263775070,CityLink Mall,1 Raffles Link 039393,1.2922036,103.8545385,Shopping Centers,YELP-ac6a7d984612126297abb6,0
741,Red ahous,,1.2999047,103.8499576,restaurant,OSM-512086910,National Museum of Singapore,93 Stamford Rd 178897,1.2965624,103.848411,Museums,YELP-5b1d51152c88596604afc7,0
742,Joy Luck Teahouse,200 Victoria Street #B2-K15 Bugis Junction 188021,1.2998561,103.8557807,fast_food,OSM-8327073441,Singapore Management University,81 Victoria St 188065,1.296195,103.8503709,Colleges & Universities,YELP-7c5715a068d435bd212313,0
743,Kraftwich by Swissbake,6 Eu Tong Sen St #01-53 059817,1.2888382,103.84656,Bakeries; Salad; Breakfast & Brunch,YELP-486fbbcd90b2cc56d46961,Singapore Management University,81 Victoria St 188065,1.296195,103.8503709,Colleges & Universities,YELP-7c5715a068d435bd212313,2
744,Kamala Jewellers,,1.3097786,103.8553637,jewelry,OSM-4737112300,City Square Mall,180 Kitchener Rd 208539,1.3113867,103.8565834,Shopping Centers,YELP-7484514f148ceccc51f38c,0
745,Yong Xin Fried Hokkien Mee,"200 Victoria Street #03-11C Food Junction, Bugis Junction 188021",1.299369,103.854921,Street Vendors; Chinese,YELP-4d9384947a5c6a0978273b,Yong Xin Fried Hokkien Mee,,1.299375,103.854993,Street Vendors; Chinese,YELP-697384947a5c6a09782296,1
746,Zoo Tram Stop #1 ,,1.404235,103.7937099,bus_stop,OSM-7783591405,Singapore Zoo,80 Mandai Lake Rd 729826,1.4037073,103.794385,Zoos,YELP-00b06284986d5a5ae52181,3
747,Brunetti,163 Tanglin Rd #01-35 Tanglin Mall 247933,1.30484,103.82387,Bakeries; Coffee & Tea; Cafes,YELP-27227591ce6524f4c82487,Tanglin Mall,163 Tanglin Rd 247933,1.3048369,103.8238575,Shopping Centers,YELP-edcbdddc944dc4de4a1802,2
748,Lim Chee Guan,,1.283968,103.8436049,restaurant,OSM-1836288481,People's Park Centre,101 Upper Cross St 058357,1.2858149,103.8440156,Shopping Centers,YELP-760a347698f20a541b581d,0
749,Yu Champagne Bar,The Shoppes at Marina Bay Sands L1-82 2 Bayfront Avenue 018972,1.28192,103.8588333,Asian Fusion,YELP-9ddc3a4416bbb24b0f7cd3,The Shoppes at Marina Bay Sands,2 Bayfront Ave 018972,1.284063,103.8588924,Shopping Centers,YELP-e42eac1f445f3bc222804b,2
750,Tote Board,210 Middle Road #06-01 188994,1.3010375,103.85125,office,OSM-7233589918,Bras Basah Complex,231 Bain St 180231,1.2968252,103.8536328,Bookstores; Arts & Crafts; Shopping Centers,YELP-1ad0af784053bc8ce17b20,0
751,Olympus,Rochor Canal Road,1.3032116,103.8533022,camera,OSM-4736428264,Sim Lim Square,1 Rochor Canal Road 188504,1.3030332,103.8530255,Shopping Centers; Electronics,YELP-328b7d99c63a789bf27195,2
752,Pizza Hut,1 Sengkang Square Compass One 545078,1.3921992,103.8952922,restaurant,OSM-4967834210,Compass One,1 Sengkang Square 545078,1.392017,103.8949564,Shopping Centers,YELP-d460ddd9692dc603b4b623,2
753,McDonald's,Clementi Avenue 3,1.3156809,103.7646780,fast_food,OSM-0127571933,The Clementi Mall,3155 Commonwealth Ave West 129588,1.3149828,103.7642756,Shopping Centers,YELP-4a19ab5c22cb356c881a1b,2
754,Healing Thai,Jalan Besar,1.3046372,103.8546857,spa,OSM-4745592067,Bugis Village,151B Rochor Road 188426,1.3005559,103.8549681,Fashion; Shopping Centers,YELP-2ad1a7d3265d726a8a90db,0
755,So Sedap! Stall All Family Food Court,"Loyang Point, Block 258 Pasir Ris Street 21 #02-333A 510258",1.36695,103.9645458,Indonesian; Singaporean; Malaysian,YELP-02377e84ba4d8064342014,Loyang Point,258 Pasir Ris St 21 510258,1.3669967,103.9646242,Department Stores; Shopping Centers,YELP-c9dd0d80f93bfd262c6a11,2
756,Tsukada Nojo,"68 Orchard Rd #03-81, Plaza Singapura 238891",1.299821,103.845445,Ramen,YELP-5b4a7285b6604d30e8754e,Tsukada Nojo,,1.299805,103.845469,Ramen,YELP-356a7285b6604d30e87626,1
757,Starbucks,6 Raffles Boulevard #03-217/218 Marina Square 039594,1.291090,103.8579753,cafe,OSM-0850975759,Marina Square,6 Raffles Boulevard 039594,1.291286,103.857535,Shopping Centers,YELP-7dd74209ca6f4d44182cb3,2
758,Kith,,1.292054,103.8595238,restaurant,OSM-6239392057,Millenia Walk,9 Raffles Boulevard 039596,1.2926443,103.8593181,Shopping Centers,YELP-77700ee7c4a7bd3714a108,2
759,McDonald's,133 New Bridge Road 059413,1.285139,103.8445746,fast_food,OSM-2402480208,McDonald's,211 New Bridge Road #01-10 059432,1.28363,103.843277,Fast Food,YELP-281e3ee0a219ac5400c87f,1
760,Bright Living,Jalan Berseh,1.3073718,103.8574805,lighting,OSM-4737144035,City Square Mall,180 Kitchener Rd 208539,1.3113867,103.8565834,Shopping Centers,YELP-7484514f148ceccc51f38c,0
761,Information Technology ,,1.2972276,103.7727673,bus_stop,OSM-620357652,National University of Singapore,clementi road 129754,1.2962828,103.7773116,Colleges & Universities,YELP-e05d6c10d7bca9c84cb4e2,3
762,Ramen Champion,1 Kim Seng Promenade #01-22 Great World City,1.29414,103.8314673,Japanese,YELP-222d85a9734d7ce3c3c327,Great World City,1 Kim Seng Promenade 237994,1.2936086,103.8318929,Shopping Centers,YELP-e1c5b29bd02986d01f3528,2
763,Choco Express,,1.2770517,103.8455004,chocolate,OSM-8642382012,International Plaza,10 Anson Rd 079903,1.2757172,103.8472904,Shopping Centers,YELP-e8d88d004d11e214161d09,0
764,Toast Box,8A Marina Boulevard Marina Bay Link Mall #B2-18 018984,1.279536818,103.8529803,Coffee & Tea,YELP-22496f514978758d826917,Marina Bay Link Mall,8A Marina Boulevard 018984,1.2809137,103.8537995,Shopping Centers,YELP-9555eb76b9048a341e9153,2
765,Cotton On,"#01-60 1 Stadium Pl, Kallang Wave Mall 397628",1.3027984,103.8738064,clothes,OSM-6789967650,Kallang Wave Mall,1 Stadium Place 397720,1.3034697,103.8732445,Shopping Centers,YELP-34368a57a41070e608bfc3,2
