,e_name,e_category,e_type
726,7-Eleven,convenience,0
727,The Body Shop,cosmetics,0
728,The Nail Artistry,beauty,0
729,Ang Mo Kio Blk 724 Food Centre,restaurant,0
730,Giggly Feet,leisure,0
731,Orchard (NSL),subway_entrance,0
732,Raffles Holland V,Medical Centers; Hospitals,1
733,Da Paolo,restaurant,0
734,Lights,lighting,0
735,Looker's Music Cafe,nightclub,0
736,NTUC Fairprice,supermarket,0
737,Eng Hong Medical Hall,office,0
738,Chung Ling High School Alumni (Singapore) Association,office,0
739,Central Fish Processing Factory,bus_stop,0
740,Pizza Hut,restaurant,0
741,SUSHIRO,restaurant,0
742,YT Coffee Shop,restaurant,0
743,Jewel Coffee,cafe,0
744,Gym N Tonic,leisure,0
745,The Tipsy Cow,bar,0
746,Nature Cafe,restaurant,0
747,Xing Hua,restaurant,0
748,Art Deco Apartment Blocks,information,0
749,Grab,office,0
750,Starbucks,cafe,0
751,Learners' Lodge @ Kovan,prep_school,0
752,High Street Centre,Real Estate,1
753,Onsight Climbing Gym,leisure,0
754,Sweet Sessions,restaurant,0
755,Old Chang Kee,fast_food,0
756,Toh Guan Coffee Shop,restaurant,0
757,Lucky Plaza - Blk. 2,Shopping Centers,1
758,Sanpoutei Ramen,restaurant,0
759,Saizeriya,Restaurants,0
760,Bata,shoes,0
761,Seafood,restaurant,0
762,University Town (Sec. D),Colleges & Universities,1
763,Healthway Medical,clinic,0
764,Social Sin,Breakfast & Brunch,0
765,Seoul Zzip,restaurant,0
766,New Town Clinic,clinic,0
767,Saizeriya,restaurant,0
768,Jurong East Station,taxi,0
769,Water bottle refill,water_point,0
770,Garrett,fast_food,0
771,National Skin Centre,bus_stop,0
772,Maxi-Cash,pawnbroker,0
773,PrincetonDG SG1 Singapore,office,0
774,UOB,bank,0
775,Mitju,Women's Clothing; Shoe Stores; Accessories,0
776,Gardens by the Bay Visitors Centre,information,0
777,MOS Burger,restaurant,0
778,Tampines Point Carpark,parking,0
779,SinTech,furniture,0
780,Bow Wow Pets,pet,0
781,Streats,restaurant,0
782,Moon Wellness Spa,beauty,0
783,Authorised Money Changer,bureau_de_change,0
784,Bathroom Warehouse,bathroom,0
785,So Good Char Chan Tang,restaurant,0
786,HKS Service Centre,car_repair,0
787,O'ma Spoon,cafe,0
788,Victoria Hotel - Block 5,Hotels,1
789,Tanglin Halt Market,marketplace,0
790,Wilby Central,Hotels,1
791,Jin Wei Ji,butcher,0
792,DK,lighting,0
793,Raffles Town Club,bus_stop,0
794,Encik Tan,restaurant,0
795,Bodyburn Fitness Singapore,leisure,0
796,M'sia Roasted Meat,restaurant,0
797,Fu Hua TCM Healthcare,clinic,0
798,Hairpage,hairdresser,0
799,Guardian,chemist,0
800,CHIPPY,Fast Food,0
801,Shuang Y Y Hot Pot Buffet,restaurant,0
802,Fight Zone,leisure,0
803,Shuryu Matsu,hairdresser,0
804,Jelita Shopping Centre - Block 3,Shopping; Shopping Centers,1
805,Costa,cafe,0
806,SF,Fruits & Veggies,0
807,Refresh Bodyworks,Massage; Reflexology,0
808,Han's,restaurant,0
809,PA Water-Venture,boat_rental,0
810,Forest Discovery Centre,attraction,0
811,CP-49,parking,0
812,Leeds Mart,convenience,0
813,Hiap Seng & Co. Pte. Ltd.,office,0
814,Anchorpoint,Grocery; Shopping Centers; Outlet Stores,1
815,E-Sarn Thai Cuisine,restaurant,0
816,Nova,yes,0
817,Blk 163,bus_stop,0
818,Prince Coffee House,restaurant,0
819,Visa Worldwide Pte Ltd,office,0
820,Gem Bar,bar,0
821,A Noodle Story,Food Stands; Ramen; Singaporean,0
822,99 Food Bazaar,restaurant,0
823,Magic Kitchen,restaurant,0
824,Raffles Holland V (East),Medical Centers; Hospitals,1
825,Bishan North Community Centre,community_centre,0
826,UOB,atm,0
827,New Town Secondary School,bus_stop,0
828,National Youth Council,bus_stop,0
829,Old Chang Kee,fast_food,0
830,Kindred Folk,cafe,0
831,Blk S17,bus_stop,0
832,Mamanda,restaurant,0
833,Far East Shopping Centre (Bld. 6),Shopping Centers,1
834,Mao Medical Center & Surgery,doctors,0
835,Pasir Panjang Food Centre - Blk. 5,Food Court,1
836,Lil Warrior,healthcare,0
837,Pungol Point Police kiosk,police,0
838,Nueva Lightz,lighting,0
839,Nex,Shopping Centers,1
840,Pizza Hut,restaurant,0
841,Boon Lay Interchange,bus_station,0
842,Blk 4,bus_stop,0
843,Mandarin Central & Dental Centre,clinic,0
844,Riders Cafe,cafe,0
845,The Regent Singapore,bus_stop,0
846,City Hall (EWL/NSL) Exit B,subway_entrance,0
847,National Heritage Board,office,0
848,oberstrasse,restaurant,0
849,Opposite Blk 116,bus_stop,0
850,Healthway Medical Clinic,clinic,0
851,Giant Hougang 683,supermarket,0
852,Jumbo Seafood,restaurant,0
853,UOB,atm,0
854,Hoshino Coffee,cafe,0
855,Ippudo Ramen Express,restaurant,0
856,Buzz,convenience,0
857,Llao Llao,Ice Cream & Frozen Yogurt,0
858,Mouth Restaurant,restaurant,0
859,Asia Passion,furniture,0
860,Shell,Gas Stations,1
861,Marine Cove (Bld. 8),Food; Recreation Centers,1
862,UOB,atm,0
863,Standard Chartered,bank,0
864,HEYTEA,cafe,0
865,Carl's Junior,Breakfast & Brunch; Burgers,0
866,Manna Story,Barbeque; Korean,0
867,Delfi Orchard,Art Galleries; Shopping Centers,1
868,Ajisen Ramen,restaurant,0
869,Sunflower Workshop,laundry,0
870,Valu$,variety_store,0
871,Siang Cho Keong Temple,place_of_worship,0
872,Bayfront (CCL/DTL) Exit B,subway_entrance,0
873,112 Katong,Shopping Centers,1
874,Shaw Theatres Seletar,cinema,0
875,Peaches Juice Bar,fast_food,0
876,Two Men Bagel House,Bagels; Breakfast & Brunch; Sandwiches,0
877,Golden Mile Tower,Real Estate,1
878,Globetrotter,artwork,0
879,library@chinatown,library,0
880,Wine Connection Bistro,Wine Bars; Italian; Bistros,0
881,Ipoh Anson Chee Cheong Fun,restaurant,0
882,Pasir Panjang Food Centre,Food Court,1
883,Blk 630,bus_stop,0
884,Bench In Front Of Car Drop Off,bench,0
885,Cristofori Music School,music_school,0
886,Koh Grill & Sushi Bar,Japanese; Sushi Bars,0
887,Xpressflower.com,florist,0
888,Singapore Zoo,Zoos,1
889,Al-Tasneem,restaurant,0
890,Hong Kee Roasted Chicken/Duck Rice,cafe,0
891,Waterway Point (West),Shopping Centers,1
892,Bizgram Asia Pte Ltd,supermarket,0
893,White Coffee,cafe,0
894,Strangers' Reunion Waffles,cafe,0
895,Blk 531,bus_stop,0
896,Sheng Siong,supermarket,0
897,Opposite ARC 380,bus_stop,0
898,Bugis MRT station,bicycle_parking,0
899,Cristofori,music_school,0
900,Blk 610C,bus_stop,0
901,STA Footwork,massage,0
902,Tiffany & Co.,Jewelry,0
903,After Queen Of Peace Church,bus_stop,0
904,PizzaExpress,restaurant,0
905,Amu Mart,variety_store,0
906,Shell (Section D),Gas Stations,1
907,UOB,atm,0
908,Ripples,Shoe Stores,0
909,Super Mart,convenience,0
910,Quiznos,Food,0
911,McDonald's,fast_food,0
912,Hairizer Studio,hairdresser,0
913,True Colours,copyshop,0
914,Killney,fast_food,0
915,Manual Wash,car_wash,0
916,13 Izakaya,pub,0
917,Holiday Inn Atrium,Hotels,1
918,Changi General Hospital (Bld. 2),Hospitals; Urgent Care,1
919,The Blackboard Learning Centre,prep_school,0
920,Singapore Bakery & Confectionary,bakery,0
921,Institute of Water Policy,office,0
922,Pit 09C,bbq,0
923,Arts Play,leisure,0
924,Blk 493B,bus_stop,0
925,Maybank,atm,0
926,That Aquarium,pet,0
927,Carlton Hotel (Sec. A),Hotels,1
928,Chin Lien Bible Seminary,school,0
929,Fish Mart Sakuraya,restaurant,0
930,Expo Halls 1/2/3,bus_stop,0
931,Oriole,Coffee & Tea; Cafes,0
932,Guardian,chemist,0
933,Sakae Sushi,restaurant,0
934,Opposite Telok Blangah Station,bus_stop,0
935,Robertson Walk,Local Flavor; Shopping Centers,1
936,The Repair Hospital,electronics,0
937,Gain City,electronics,0
938,NTUC Fairprice,supermarket,0
939,Picket & Rail,furniture,0
940,Dollop,photo_booth,0
941,Isetan,supermarket,0
942,YuBa Hut,restaurant,0
943,Tobacco Regulation Branch,office,0
944,Toa Payoh Stadium,bus_stop,0
945,Gentle Dental Group,dentist,0
946,Mellben Signature,Seafood,0
947,TenRen's Tea,beverages,0
948,Tampines East Station Exit B,bus_stop,0
949,Buzz,kiosk,0
950,Michael's,alcohol,0
951,Gainhealth Clinic and Homecare,clinic,0
952,Rochester Mall,Shopping Centers,1
953,Gloria Jean's Coffees,Cafes,0
954,UOB,atm,0
955,Equinix Data Center SG1,office,0
956,OUT Bar,bar,0
957,Pipes By Hattendo,restaurant,0
958,Faza,mobile_phone,0
959,Famous Amos,confectionery,0
960,Le Quest Showhouse,apartment,0
961,Alchemist,cafe,0
962,Before Punggol Road,bus_stop,0
963,Sanook Kitchen,restaurant,0
964,Marn,cafe,0
965,Merchants,wine,0
966,GOHD Books,books,0
967,Pizza Hut,restaurant,0
968,Millenia Walk (Section A),Shopping Centers,1
969,65Daigou.com,office,0
970,Gomgom,fast_food,0
971,Eurobest,craft,0
972,Burger King,Burgers,0
973,Eldad Minimart,general,0
974,EstheClinic Paris,clinic,0
975,HarbourFront Centre (North),Shopping Centers,1
976,Krispy Kreme,fast_food,0
977,Far East Square,Department Stores; Shopping Centers,1
978,The Moving Body,Pilates; Physical Therapy,0
979,Opposite Redhill Station,bus_stop,0
980,Attitude Learning Studio,prep_school,0
981,Staple,restaurant,0
982,KFC,fast_food,0
983,Friends Bakery,bakery,0
984,Starbucks,cafe,0
985,TKS,window_blind,0
986,Mos Burger,Burgers; Fast Food; Japanese,0
987,Shell Car Wash,car_wash,0
988,One Raffles Place,Real Estate; Landmarks & Historical Buildings; Shopping Centers,1
989,Joo Chiat Complex (North),Shopping Centers,1
990,Cold Storage,Grocery,0
991,Beijing Language School,language_school,0
992,Greenwich V (Section B),Shopping Centers,1
993,Berseh Food Centre (North),Food Stands; Local Flavor; Food Court,1
994,Majulah Electrical Trading Pte Ltd,electronics,0
995,Starbucks,cafe,0
996,Astons,restaurant,0
997,Chinatown Complex,Shopping; Shopping Centers,1
998,Swamphen Blind,shelter,0
999,School of Business,office,0
1000,Acumed Medical Group,clinic,0
1001,Salt tapas & bar,restaurant,0
1002,Cheap Food Court,fast_food,0
1003,Wonderful Durian,restaurant,0
1004,Bare-faced Curassow,attraction,0
1005,Leaping Knowledge,office,0
1006,CapitaGreen,Shared Office Spaces; Venues & Event Spaces,1
1007,Northeast Medical Group,clinic,0
1008,BFF Bukit Timah,sport,0
1009,Choa Chu Kang East,motorway_junction,0
1010,UOB,atm,0
1011,Spectacle Hut,optician,0
1012,Claymore Connect (Section D),Shopping Centers,1
1013,Yellow Submarine,Fast Food,0
1014,UOB,atm,0
1015,Pc (NBE),attraction,0
1016,Thunder Rock School,office,0
1017,Toa Payoh Fire Post,fire_station,0
1018,Waterway Point,Shopping Centers,1
1019,Potato Head,restaurant,0
1020,Jelita Shopping Centre,Shopping; Shopping Centers,1
1021,Encik Tan,food_court,0
1022,Shaw Centre,parking,0
1023,Maju Camp Tunnel,attraction,0
1024,Nanyang Technological University (Section H),Colleges & Universities,1
1025,Three Meals a Day,restaurant,0
1026,QBHouse Premium,hairdresser,0
1027,Taxi Stand,taxi,0
1028,Compass One,Shopping Centers,1
1029,The Coffee Bean & Tea Leaf,cafe,0
1030,The Star Vista,Shopping Centers,1
1031,Loyang Point,Department Stores; Shopping Centers,1
1032,Siglap Centre,Professional Services; Shopping Centers,1
1033,Orchard Central (Bld. 4),Shopping Centers,1
1034,The Coffee Bean & Tea Leaf,cafe,0
1035,Soya House,Desserts; Juice Bars & Smoothies; Imported Food,0
1036,Swiss Pine,information,0
1037,UOB,bank,0
1038,UOB,atm,0
1039,Pub Seventeen,pub,0
1040,United TCM Clinic,healthcare,0
1041,Mandarin Gallery (Sec. F),Shopping Centers,1
1042,Chomp Chomp Food Centre (East),Street Vendors; Food Court,1
1043,Mirador Building Contractor Pte. Ltd.,office,0
1044,Wisma Atria (Section E),Shopping Centers,1
1045,Tiger Sugar,beverages,0
1046,After Old Airport Road,bus_stop,0
1047,Sembawang Public Library,Libraries,0
1048,Station 51,cafe,0
1049,Guo Zhong Puglistic Association,office,0
1050,Chinatown Complex (Building 7),Shopping; Shopping Centers,1
1051,Rock Path (closed),information,0
1052,Nana's Green Tea,restaurant,0
1053,Hong Tyre & Battery Company,tyres,0
1054,Kang Tai TCM,massage,0
1055,Secura Singapore,bus_stop,0
1056,Viva Nueva,appliance,0
1057,Old Town White Coffee,restaurant,0
1058,Rochor Neighbourhood Police Centre,police,0
1059,Michael Kors,clothes,0
1060,The Star Vista - Block 4,Shopping Centers,1
1061,Snip Avenue,hairdresser,0
1062,Ma Cuisine,bar,0
1063,Mapletree Investments Pte. Ltd.,office,0
1064,Katong Credit,money_lender,0
1065,CASIO,watches,0
1066,Chock Full of Beans,cafe,0
1067,Lucky Plaza,Shopping Centers,1
1068,Mortuary@HSA,office,0
1069,Lush,cosmetics,0
1070,Starbucks,cafe,0
1071,Buona Vista Station Exit D,bus_stop,0
1072,Spanish Armada Dragon Boat,sport,0
1073,Eu Yan Sang,medical_supply,0
1074,Blk 110,bus_stop,0
1075,Hougang Secondary School,bus_stop,0
1076,Ang Mo Supermarket,supermarket,0
1077,Starbucks,cafe,0
1078,100AM,Shopping Centers,1
1079,King Leisure Spa,beauty,0
1080,Study Box,,0
1081,Giant,supermarket,0
1082,East Coast Lagoon Food Village (Sec. G),Asian Fusion; Food Court,1
1083,Amphitheatre,theatre,0
1084,Siloso Point,bus_stop,0
1085,French Toast Pte Ltd,school,0
1086,Tan Kah Kee Station,subway_entrance,0
1087,Restoran Garuda,restaurant,0
1088,Thit Sar Parami,school,0
1089,Johnson9 Eatery,restaurant,0
1090,Wisma Atria,Shopping Centers,1
1091,Elegant Auto Solutions,office,0
1092,Moi Lum,restaurant,0
1093,Jiu Zhuang,bar,0
1094,Picotin Express,restaurant,0
1095,Zara,clothes,0
1096,Marina Bay Link Mall - Blk. 3,Shopping Centers,1
1097,Shan Ding,restaurant,0
1098,Crab Delicacy,restaurant,0
1099,Yishun Central Post Office,post_office,0
1100,Apartment,cafe,0
1101,Posb atm,atm,0
1102,Teck Hong Hardware Co. Pte. Ltd.,office,0
1103,Exit C,subway_entrance,0
1104,NTUC Fairprice,supermarket,0
1105,Gastronomia,cafe,0
1106,bus stop turun ke rochor,bus_stop,0
1107,Gleneagles Hospital,Hospitals,1
1108,MOSH!,attraction,0
